tournament_name,Home_Big_Chances_5,Home_Shots_5,Home_Shots_on_Target_5,Home_touches_in_penalty_area_5,Home_big_chances_last_5,Home_final_third_entries_last_5,Home_touches_in_penalty_area_last_5,Home_wins_last_5,Home_goals_last_5,Home_conceded_last_5,Home_gd_last_5,Away_Big_Chances_5,Away_Shots_5,Away_Shots_on_Target_5,Away_touches_in_penalty_area_5,Away_big_chances_last_5,Away_final_third_entries_last_5,Away_touches_in_penalty_area_last_5,Away_wins_last_5,Away_goals_last_5,Away_conceded_last_5,Away_gd_last_5,Home_elo,Away_elo,ELO_diff
Qualifiers,4.4,14.6,5.8,,5.005486968449932,210.41289437585738,,3.0,15.0,2.0,13.0,1.5,9.0,2.4,,0.65843621399177,133.4650205761317,,2.0,5.0,7.0,-2.0,1829.1852725661306,1510.2703212756337,318.9149512904969
Qualifiers,4.4,20.6,9.2,,8.88888888888889,212.86145404663927,,4.0,16.0,3.0,13.0,,10.666666666666666,3.6666666666666665,,,95.33333333333334,,,,,,1719.4031623402307,1524.133769491034,195.26939284919672
Qualifiers,0.3333333333333333,3.3333333333333335,1.3333333333333333,,0.6666666666666667,51.111111111111114,,,,,,4.0,15.2,5.4,,7.336991312299955,195.27526291723828,,3.0,16.0,2.0,14.0,1472.1940105122499,1830.5607341979664,-358.3667236857166
Qualifiers,1.0,8.6,3.0,,1.7430269775948792,184.75994513031554,,0.0,5.0,8.0,-3.0,,,,,1.0,124.0,,,,,,1483.7914587561138,1632.8910256190795,-149.09956686296573
Qualifiers,1.8,10.6,4.6,,1.9218106995884778,122.46044810242343,,4.0,7.0,1.0,6.0,0.6,14.8,2.6,,0.27312909617436393,157.8840623888635,,0.0,0.0,2.0,-2.0,1885.1765906583687,1667.8818268280545,217.2947638303142
Qualifiers,3.6,15.4,5.0,,4.179698216735254,200.16872427983543,,3.0,14.0,11.0,3.0,,,,,,,,,,,,1534.9129154793889,1585.0,-50.08708452061114
Friendlies & Minor,5.4,15.6,6.8,,12.891327541533304,241.18350861149221,,3.0,22.0,2.0,20.0,,15.0,5.666666666666667,,2.3333333333333335,89.22222222222223,,,,,,1831.6882633328823,1657.561604379328,174.1266589535544
Qualifiers,0.8,9.4,3.4,,1.162017985063253,164.1732967535437,,0.0,5.0,10.0,-5.0,1.6,12.2,2.6,,1.9629629629629632,145.64197530864197,,1.0,3.0,3.0,0.0,1477.8375077001078,1459.4077823043735,18.429725395734295
Friendlies & Minor,5.0,20.2,9.0,,3.950617283950618,158.60509068739526,,3.0,14.0,4.0,10.0,,3.2,1.0,,1.0390184423106235,56.90397805212621,,0.0,2.0,6.0,-4.0,1718.5329046889271,1467.8374560844725,250.69544860445467
World Cup,4.0,23.2,6.0,,2.024691358024692,186.641975308642,,4.0,8.0,2.0,6.0,1.2,10.8,4.2,,2.3472031702484384,134.6179105488662,,3.0,7.0,2.0,5.0,1536.3142877673724,1885.0602691691429,-348.74598140177045
