,Team,Date,Big Chances,Total Shots,Shots on Target,Big Chances Scored,Final Third Entries,Touches in Penalty Area,Final Result,Wins,Draws,Wins_Last_5,Goals_Last_5,Conceded_Last_5,GD_Last_5,Big Chances EMA 5,Total Shots EMA 5,Shots on Target EMA 5,Big Chances Scored last 5,Final Third Entries last 5,Touches in Penalty Area EMA 5,Touches in Penalty Area last 5
0,Afghanistan,2025-06-10,,10.0,7.0,,,12.0,A,0,0,,,,,,,,,,,
1,Afghanistan,2025-08-29,,,,,,,H,0,0,,,,,,,,,,12.0,12.0
2,Afghanistan,2026-03-31,,4.0,3.0,,,6.0,H,0,0,,,,,,,,,,12.0,8.0
3,Albania,2020-11-15,5.0,18.0,11.0,2.0,49.0,,H,1,0,,,,,,,,,,,
4,Albania,2020-11-18,3.0,10.0,4.0,2.0,40.0,,H,1,0,,,,,,,,2.0,49.0,,
5,Albania,2021-06-05,,2.0,0.0,,,,D,0,1,,,,,,,,3.3333333333333335,72.66666666666667,,
6,Albania,2021-09-02,0.0,12.0,4.0,0.0,61.0,,H,0,0,,,,,,10.0,5.0,2.2222222222222228,48.44444444444445,,
7,Albania,2021-09-05,3.0,15.0,3.0,,60.0,,H,1,0,,,,,2.6666666666666665,10.5,4.75,1.481481481481482,93.2962962962963,,
8,Albania,2021-10-12,0.0,6.0,1.0,0.0,52.0,,A,0,0,3.0,8.0,7.0,1.0,2.75,11.4,4.4,0.9876543209876548,122.19753086419755,,
9,Albania,2021-11-12,1.0,5.0,4.0,0.0,18.0,,H,0,0,2.0,5.0,7.0,-2.0,1.5,9.0,2.4,0.65843621399177,133.4650205761317,,
10,Albania,2023-10-17,,9.0,5.0,,,,H,1,0,1.0,2.0,10.0,-8.0,1.0,8.0,2.4,0.4389574759945134,106.97668038408781,,
11,Albania,2023-11-17,1.0,10.0,4.0,1.0,46.0,,D,0,1,2.0,4.0,10.0,-6.0,1.0,9.4,3.4,0.29263831732967566,71.31778692272522,,
12,Albania,2024-06-07,,11.0,5.0,,,,H,1,0,2.0,4.0,7.0,-3.0,1.25,9.0,3.4,1.195092211553117,93.54519128181681,,
13,Albania,2024-06-19,4.0,15.0,7.0,2.0,28.0,19.0,D,0,1,2.0,6.0,8.0,-2.0,0.6666666666666666,8.2,3.8,0.7967281410354115,62.36346085454455,,
14,Albania,2024-10-11,0.0,7.0,2.0,0.0,39.0,10.0,H,0,0,2.0,8.0,9.0,-1.0,2.0,10.0,5.0,2.5311520940236076,69.57564056969636,19.0,19.0
15,Albania,2024-11-16,0.0,9.0,2.0,,40.0,6.0,D,0,1,2.0,8.0,6.0,2.0,1.6666666666666667,10.4,4.6,1.687434729349072,85.38376037979758,14.5,22.666666666666668
16,Albania,2025-03-21,0.0,3.0,0.0,0.0,31.0,6.0,H,0,0,1.0,6.0,6.0,0.0,1.25,10.4,4.0,1.1249564862327148,96.92250691986506,11.666666666666666,21.111111111111114
17,Albania,2025-06-10,1.0,13.0,3.0,0.0,85.0,25.0,D,0,1,1.0,5.0,7.0,-2.0,1.0,9.0,3.2,0.74997099082181,95.61500461324339,10.25,20.074074074074076
18,Albania,2025-09-09,3.0,13.0,3.0,1.0,74.0,23.0,H,1,0,0.0,3.0,7.0,-4.0,1.0,9.4,2.8,0.4999806605478734,148.74333640882892,13.2,38.38271604938272
19,Albania,2025-11-16,1.0,6.0,3.0,0.0,23.0,9.0,A,0,0,1.0,2.0,5.0,-3.0,0.8,9.0,2.0,1.333320440365249,173.16222427255263,14.0,48.58847736625515
20,Albania,2026-03-26,3.0,8.0,2.0,1.0,37.0,22.0,H,0,0,1.0,2.0,5.0,-3.0,1.0,8.8,2.2,0.8888802935768327,138.44148284836842,13.8,41.392318244170106
21,Algeria,2022-03-25,1.0,5.0,2.0,,39.0,,A,1,0,,,,,,,,,,,
22,Algeria,2022-03-29,3.0,21.0,11.0,1.0,87.0,,A,0,0,,,,,,,,,39.0,,
23,Algeria,2022-06-09,,,,,,,H,1,0,,,,,,,,1.0,113.0,,
24,Algeria,2023-02-04,,17.0,3.0,,71.0,,A,0,0,,,,,,,,0.6666666666666667,75.33333333333334,,
25,Algeria,2023-09-12,,,,,,,A,1,0,,,,,,14.333333333333334,5.333333333333333,0.44444444444444453,121.22222222222223,,
26,Algeria,2025-08-23,1.0,12.0,4.0,1.0,107.0,14.0,H,0,0,3.0,10.0,7.0,3.0,,14.333333333333334,5.333333333333333,0.2962962962962964,80.81481481481482,,
27,Algeria,2025-12-03,1.0,5.0,1.0,,43.0,9.0,D,0,1,2.0,12.0,12.0,0.0,,16.666666666666668,6.0,1.1975308641975309,160.87654320987656,14.0,14.0
28,Algeria,2025-12-09,4.0,14.0,5.0,1.0,97.0,34.0,H,1,0,2.0,11.0,10.0,1.0,,11.333333333333334,2.6666666666666665,0.7983539094650206,150.25102880658437,11.5,18.333333333333336
29,Algeria,2025-12-24,5.0,14.0,7.0,2.0,50.0,28.0,H,1,0,2.0,10.0,10.0,0.0,2.0,12.0,3.25,1.5322359396433471,197.16735253772293,19.0,46.22222222222223
30,Algeria,2026-01-06,,12.0,6.0,,77.0,25.0,H,1,0,3.0,9.0,5.0,4.0,2.75,11.25,4.25,3.021490626428898,181.44490169181532,21.25,58.814814814814824
31,Algeria,2026-03-31,1.0,6.0,0.0,,37.0,13.0,D,0,1,3.0,9.0,5.0,4.0,2.75,11.4,4.6,2.014327084285932,197.96326779454355,22.0,64.20987654320989
32,Algeria,2026-06-03,0.0,8.0,2.0,,51.0,12.0,A,1,0,3.0,6.0,0.0,6.0,2.75,10.2,3.8,1.3428847228572882,168.97551186302906,21.8,55.80658436213993
33,Andorra,2020-11-17,0.0,8.0,4.0,0.0,54.0,,A,0,0,,,,,,,,,,,
34,Andorra,2021-03-31,1.0,4.0,3.0,1.0,48.0,,A,0,0,,,,,,,,0.0,54.0,,
35,Andorra,2021-09-05,0.0,1.0,1.0,0.0,30.0,,H,0,0,,,,,,,,1.0,84.0,,
36,Andorra,2021-09-08,1.0,6.0,2.0,1.0,35.0,,H,0,0,,,,,0.3333333333333333,4.333333333333333,2.6666666666666665,0.6666666666666667,86.0,,
37,Andorra,2021-10-09,0.0,1.0,0.0,0.0,30.0,,A,0,0,,,,,0.5,4.75,2.5,1.4444444444444446,92.33333333333334,,
38,Andorra,2021-11-12,0.0,2.0,1.0,0.0,46.0,,A,0,0,0.0,2.0,20.0,-18.0,0.4,4.0,2.0,0.9629629629629632,91.55555555555557,,
39,Andorra,2023-09-09,0.0,3.0,1.0,,54.0,,D,0,1,0.0,3.0,19.0,-16.0,0.4,2.8,1.4,0.6419753086419756,107.03703703703705,,
40,Andorra,2023-11-18,0.0,8.0,2.0,,48.0,,H,0,0,0.0,2.0,15.0,-13.0,0.2,2.6,1.0,0.4279835390946505,125.35802469135804,,
41,Andorra,2024-03-25,,,,,,,H,0,0,0.0,2.0,12.0,-10.0,0.2,4.0,1.2,0.2853223593964337,131.5720164609054,,
42,Andorra,2024-10-10,,6.0,0.0,,64.0,22.0,H,0,0,0.0,1.0,11.0,-10.0,0.0,3.5,1.0,0.19021490626428914,87.7146776406036,,
43,Andorra,2024-11-16,0.0,7.0,3.0,,64.0,16.0,A,0,0,0.0,1.0,8.0,-7.0,0.0,4.75,1.0,0.1268099375095261,122.4764517604024,22.0,22.0
44,Andorra,2025-03-21,,7.0,2.0,,55.0,7.0,A,0,0,0.0,0.0,5.0,-5.0,0.0,6.0,1.5,0.08453995833968407,145.65096784026827,19.0,30.666666666666668
45,Andorra,2025-06-07,0.0,4.0,0.0,0.0,30.0,5.0,A,0,0,0.0,0.0,6.0,-6.0,,7.0,1.75,0.05635997222645606,152.10064522684553,15.0,27.444444444444446
46,Andorra,2025-09-06,0.0,2.0,0.0,0.0,24.0,4.0,H,0,0,0.0,0.0,6.0,-6.0,,6.0,1.25,0.03757331481763738,131.40043015123035,12.5,23.2962962962963
47,Andorra,2025-10-11,2.0,5.0,2.0,2.0,37.0,10.0,D,0,1,0.0,0.0,7.0,-7.0,0.0,5.2,1.0,0.025048876545091588,111.6002867674869,10.8,19.530864197530867
48,Andorra,2025-11-17,0.0,4.0,0.0,0.0,24.0,2.0,H,0,0,0.0,2.0,7.0,-5.0,0.5,5.0,1.4,2.016699251030061,111.40019117832462,8.4,23.020576131687246
49,Angola,2024-06-11,,,,,,,D,0,1,,,,,,,,,,,
50,Angola,2024-11-18,,8.0,2.0,,32.0,10.0,D,0,1,,,,,,,,,,,
51,Angola,2025-03-25,,,,,,,A,0,0,,,,,,,,,32.0,10.0,10.0
52,Angola,2025-08-10,2.0,23.0,5.0,1.0,72.0,35.0,A,1,0,,,,,,,,,21.333333333333336,10.0,6.666666666666668
53,Angola,2025-08-14,0.0,20.0,7.0,0.0,60.0,18.0,A,0,0,,,,,,,,1.0,86.22222222222223,22.5,39.44444444444444
54,Angola,2025-10-13,,,,,,,D,0,1,1.0,4.0,6.0,-2.0,,17.0,4.666666666666667,0.6666666666666667,117.4814814814815,21.0,44.2962962962963
55,Angola,2025-11-14,1.0,7.0,2.0,0.0,30.0,13.0,A,0,0,1.0,3.0,5.0,-2.0,,17.0,4.666666666666667,0.44444444444444453,78.320987654321,21.0,29.530864197530867
56,Angola,2025-12-29,1.0,16.0,4.0,,50.0,23.0,D,0,1,1.0,3.0,7.0,-4.0,1.0,16.666666666666668,4.666666666666667,0.2962962962962964,82.21399176954733,22.0,32.687242798353914
57,Antigua and Barbuda,2024-06-05,0.0,7.0,4.0,0.0,45.0,8.0,D,0,1,,,,,,,,,,,
58,Antigua and Barbuda,2024-09-10,0.0,10.0,0.0,,42.0,21.0,A,0,0,,,,,,,,0.0,45.0,8.0,8.0
59,Antigua and Barbuda,2024-11-16,0.0,11.0,4.0,0.0,47.0,18.0,H,0,0,,,,,,,,0.0,72.0,14.5,26.333333333333336
60,Argentina,2021-06-29,8.0,18.0,13.0,3.0,61.0,,A,1,0,,,,,,,,,,,
61,Argentina,2021-07-11,1.0,6.0,2.0,1.0,40.0,,H,1,0,,,,,,,,3.0,61.0,,
62,Argentina,2021-09-09,4.0,24.0,7.0,2.0,58.0,,H,1,0,,,,,,,,3.0,80.66666666666667,,
63,Argentina,2021-10-10,7.0,23.0,10.0,2.0,48.0,,H,1,0,,,,,4.333333333333333,16.0,7.333333333333333,4.0,111.77777777777779,,
64,Argentina,2021-10-14,1.0,7.0,2.0,,62.0,,H,1,0,,,,,5.0,17.75,8.0,4.666666666666667,122.51851851851853,,
65,Argentina,2021-11-12,0.0,7.0,3.0,,41.0,,A,1,0,5.0,12.0,1.0,11.0,4.2,15.6,6.8,3.1111111111111116,143.67901234567904,,
66,Argentina,2021-11-16,0.0,9.0,3.0,,34.0,,D,0,1,5.0,9.0,0.0,9.0,2.6,13.4,4.8,2.074074074074075,136.7860082304527,,
67,Argentina,2022-01-28,1.0,7.0,5.0,1.0,39.0,,A,1,0,4.0,8.0,0.0,8.0,2.4,14.0,5.0,1.3827160493827166,125.19067215363513,,
68,Argentina,2022-02-01,1.0,16.0,5.0,1.0,48.0,,H,1,0,4.0,7.0,1.0,6.0,1.8,10.6,4.6,1.9218106995884778,122.46044810242343,,
69,Argentina,2022-03-25,3.0,16.0,6.0,2.0,66.0,,H,1,0,4.0,5.0,1.0,4.0,0.6,9.2,3.6,2.2812071330589854,129.64029873494894,,
70,Argentina,2022-03-29,1.0,6.0,2.0,0.0,33.0,,D,0,1,4.0,7.0,1.0,6.0,1.0,11.0,4.4,3.520804755372657,152.4268658232993,,
71,Argentina,2022-06-01,3.0,17.0,10.0,2.0,42.0,,A,1,0,3.0,7.0,2.0,5.0,1.2,10.8,4.2,2.3472031702484384,134.6179105488662,,
72,Argentina,2022-06-05,,21.0,9.0,,,,H,1,0,4.0,10.0,2.0,8.0,1.8,12.4,5.6,3.564802113498959,131.74527369924414,,
73,Argentina,2023-03-28,9.0,27.0,17.0,6.0,55.0,,H,1,0,4.0,13.0,1.0,12.0,2.0,15.2,6.4,2.3765347423326397,87.83018246616277,,
74,Argentina,2023-11-22,0.0,8.0,2.0,,34.0,,A,1,0,4.0,19.0,1.0,18.0,4.0,17.4,8.8,7.584356494888427,113.55345497744185,,
75,Argentina,2024-03-23,4.0,24.0,14.0,3.0,97.0,,H,1,0,4.0,17.0,1.0,16.0,3.25,15.8,8.0,5.056237663258952,109.70230331829457,,
76,Argentina,2024-03-27,6.0,23.0,13.0,1.0,70.0,,H,1,0,5.0,19.0,0.0,19.0,4.0,19.4,10.4,6.370825108839302,170.13486887886307,,
77,Argentina,2024-06-09,2.0,11.0,4.0,1.0,41.0,15.0,H,1,0,5.0,19.0,1.0,18.0,4.75,20.6,11.0,5.247216739226202,183.42324591924205,,
78,Argentina,2024-06-15,7.0,19.0,10.0,4.0,70.0,24.0,A,1,0,5.0,15.0,1.0,14.0,4.2,18.6,10.0,4.4981444928174685,163.28216394616138,15.0,15.0
79,Argentina,2024-06-21,9.0,19.0,9.0,2.0,57.0,37.0,H,1,0,5.0,12.0,2.0,10.0,3.8,17.0,8.6,6.998762995211646,178.8547759641076,19.5,34.0
80,Argentina,2024-06-26,5.0,22.0,9.0,1.0,50.0,31.0,A,1,0,5.0,13.0,2.0,11.0,5.6,19.2,10.0,6.665841996807765,176.2365173094051,25.333333333333332,59.66666666666667
81,Argentina,2024-06-30,4.0,12.0,6.0,2.0,44.0,21.0,H,1,0,5.0,11.0,2.0,9.0,5.8,18.8,9.0,5.443894664538511,167.4910115396034,26.75,70.77777777777779
82,Argentina,2024-07-05,2.0,8.0,2.0,1.0,56.0,14.0,H,1,0,5.0,10.0,1.0,9.0,5.4,16.6,7.6,5.6292631096923404,155.6606743597356,25.6,68.18518518518519
83,Argentina,2024-07-10,2.0,11.0,3.0,2.0,34.0,13.0,H,1,0,5.0,14.0,4.0,10.0,5.4,16.0,7.2,4.752842073128227,159.7737829064904,25.4,59.4567901234568
84,Argentina,2024-07-15,1.0,11.0,6.0,1.0,56.0,29.0,H,1,0,5.0,12.0,3.0,9.0,4.4,14.4,5.8,5.168561382085485,140.5158552709936,23.2,52.637860082304535
85,Argentina,2024-09-06,3.0,16.0,8.0,1.0,52.0,35.0,H,1,0,5.0,11.0,3.0,8.0,2.8,12.8,5.2,4.44570758805699,149.67723684732908,21.6,64.09190672153636
86,Argentina,2024-09-10,2.0,13.0,1.0,1.0,37.0,19.0,H,0,0,5.0,13.0,3.0,10.0,2.4,11.6,5.0,3.9638050587046605,151.78482456488607,22.4,77.72793781435757
87,Argentina,2024-10-10,2.0,8.0,4.0,1.0,51.0,15.0,D,0,1,4.0,12.0,5.0,7.0,2.0,11.8,4.0,3.6425367058031073,138.1898830432574,22.0,70.81862520957172
88,Argentina,2024-10-16,5.0,14.0,10.0,4.0,97.0,23.0,H,1,0,3.0,8.0,3.0,5.0,2.0,11.8,4.4,3.4283578038687383,143.12658869550495,22.2,62.21241680638115
89,Argentina,2024-11-14,2.0,9.0,1.0,1.0,58.0,20.0,H,0,0,3.0,12.0,3.0,9.0,2.6,12.4,5.8,6.2855718692458264,192.4177257970033,24.2,64.47494453758745
90,Argentina,2024-11-20,1.0,11.0,3.0,,80.0,17.0,H,1,0,2.0,12.0,5.0,7.0,2.8,12.0,4.8,5.190381246163885,186.27848386466889,22.4,62.983296358391634
91,Argentina,2025-03-21,1.0,12.0,4.0,,45.0,18.0,A,1,0,2.0,10.0,5.0,5.0,2.4,11.0,3.8,3.4602541641092572,204.18565590977926,18.8,58.98886423892776
92,Argentina,2025-03-26,4.0,12.0,7.0,3.0,32.0,26.0,H,1,0,3.0,10.0,3.0,7.0,2.2,10.8,4.4,2.306836109406172,181.1237706065195,18.6,57.325909492618514
93,Argentina,2025-06-06,3.0,10.0,4.0,1.0,38.0,19.0,A,1,0,4.0,13.0,3.0,10.0,2.6,11.6,5.0,4.537890739604115,152.74918040434636,20.8,64.21727299507901
94,Argentina,2025-06-11,2.0,10.0,3.0,0.0,57.0,28.0,D,0,1,4.0,8.0,3.0,5.0,2.2,10.8,3.8,4.0252604930694105,139.83278693623092,20.0,61.81151533005268
95,Argentina,2025-09-04,7.0,17.0,9.0,3.0,69.0,32.0,H,1,0,4.0,8.0,2.0,6.0,2.2,11.0,4.2,2.683506995379607,150.2218579574873,21.6,69.20767688670179
96,Argentina,2025-09-09,0.0,8.0,0.0,0.0,70.0,13.0,H,0,0,4.0,10.0,2.0,8.0,3.4,12.2,5.4,4.789004663586405,169.14790530499153,24.6,78.1384512578012
97,Argentina,2025-10-11,9.0,19.0,11.0,,74.0,37.0,H,1,0,3.0,9.0,3.0,6.0,3.2,11.4,4.6,3.19266977572427,182.7652702033277,23.6,65.09230083853413
98,Argentina,2025-10-15,4.0,25.0,11.0,3.0,101.0,50.0,A,1,0,3.0,6.0,2.0,4.0,4.2,12.8,5.4,2.1284465171495137,195.84351346888513,25.8,80.39486722568942
99,Argentina,2025-11-14,2.0,8.0,3.0,1.0,44.0,17.0,A,1,0,3.0,11.0,2.0,9.0,4.4,15.8,6.8,4.4189643447663425,231.56234231259012,32.0,103.59657815045962
100,Argentina,2026-03-27,1.0,7.0,4.0,1.0,78.0,28.0,H,1,0,4.0,12.0,1.0,11.0,4.4,15.4,6.8,3.9459762298442285,198.3748948750601,29.8,86.06438543363976
101,Argentina,2026-03-31,3.0,9.0,5.0,3.0,73.0,41.0,H,1,0,4.0,11.0,2.0,9.0,3.2,13.4,5.8,3.6306508198961525,210.24992991670675,29.0,85.37625695575984
102,Argentina,2026-06-07,3.0,20.0,8.0,2.0,79.0,42.0,H,1,0,5.0,16.0,1.0,15.0,3.8,13.6,6.8,5.420433879930769,213.1666199444712,34.6,97.91750463717324
103,Armenia,2021-09-05,0.0,3.0,1.0,0.0,26.0,,H,0,0,,,,,,,,,,,
104,Armenia,2021-11-14,1.0,4.0,1.0,1.0,33.0,,A,0,0,,,,,,,,0.0,26.0,,
105,Armenia,2023-06-19,2.0,21.0,6.0,2.0,63.0,,H,1,0,,,,,,,,1.0,50.333333333333336,,
106,Armenia,2023-10-12,1.0,19.0,2.0,0.0,50.0,,H,0,0,,,,,1.0,9.333333333333334,2.6666666666666665,2.666666666666667,96.55555555555557,,
107,Armenia,2023-11-18,1.0,19.0,2.0,,40.0,,D,0,1,,,,,1.0,11.75,2.5,1.7777777777777781,114.3703703703704,,
108,Armenia,2023-11-21,1.0,6.0,2.0,0.0,24.0,,H,0,0,1.0,4.0,14.0,-10.0,1.0,13.2,2.4,1.1851851851851856,116.24691358024694,,
109,Armenia,2024-03-26,1.0,4.0,1.0,1.0,44.0,10.0,H,0,0,1.0,4.0,9.0,-5.0,1.2,13.8,2.6,0.7901234567901237,101.4979423868313,,
110,Armenia,2024-06-07,,12.0,7.0,,,,H,1,0,1.0,4.0,7.0,-3.0,1.2,13.8,2.6,1.526748971193416,111.6652949245542,10.0,10.0
111,Armenia,2024-09-07,2.0,16.0,5.0,2.0,55.0,28.0,H,1,0,1.0,4.0,7.0,-3.0,1.0,12.0,2.8,1.0178326474622774,74.4435299497028,10.0,6.666666666666668
112,Armenia,2024-11-17,2.0,15.0,5.0,2.0,44.0,22.0,A,1,0,2.0,8.0,6.0,2.0,1.25,11.4,3.4,2.678555098308185,104.62901996646855,19.0,32.44444444444444
113,Armenia,2025-09-06,0.0,7.0,3.0,0.0,21.0,7.0,A,0,0,3.0,9.0,6.0,3.0,1.5,10.6,4.0,3.7857033988721236,113.75267997764571,20.0,43.62962962962963
114,Armenia,2025-10-11,0.0,8.0,2.0,0.0,29.0,9.0,H,0,0,3.0,9.0,10.0,-1.0,1.25,10.8,4.2,2.523802265914749,96.83511998509715,16.75,36.086419753086425
115,Armenia,2025-11-13,2.0,6.0,1.0,,46.0,13.0,A,0,0,3.0,8.0,10.0,-2.0,1.0,11.6,4.4,1.6825348439431664,93.55674665673145,16.5,33.05761316872429
116,Armenia,2025-11-16,1.0,4.0,2.0,1.0,13.0,11.0,H,0,0,2.0,6.0,10.0,-4.0,1.2,10.4,3.2,1.121689895962111,108.37116443782097,15.8,35.03840877914953
117,Aruba,2024-06-09,0.0,4.0,2.0,0.0,45.0,14.0,A,0,0,,,,,,,,,,,
118,Aruba,2024-10-12,1.0,2.0,1.0,1.0,38.0,2.0,A,0,0,,,,,,,,0.0,45.0,14.0,14.0
119,Aruba,2024-10-15,2.0,6.0,3.0,1.0,35.0,10.0,H,0,0,,,,,,,,1.0,68.0,8.0,11.333333333333334
120,Aruba,2025-06-07,2.0,7.0,3.0,0.0,30.0,5.0,A,0,0,,,,,1.0,4.0,2.0,1.6666666666666667,80.33333333333334,8.666666666666666,17.555555555555557
121,Australia,2021-06-07,7.0,29.0,10.0,3.0,100.0,,H,1,0,,,,,,,,,,,
122,Australia,2021-06-11,,0.0,12.0,1.0,87.0,,A,1,0,,,,,,,,3.0,100.0,,
123,Australia,2021-06-15,,12.0,3.0,,81.0,,H,1,0,,,,,,,,3.0,153.66666666666669,,
124,Australia,2021-09-02,2.0,23.0,9.0,1.0,75.0,,H,1,0,,,,,,13.666666666666666,8.333333333333334,2.0,183.44444444444446,,
125,Australia,2021-09-07,1.0,6.0,1.0,1.0,90.0,,A,1,0,,,,,,16.0,8.5,2.3333333333333335,197.2962962962963,,
126,Australia,2021-10-07,4.0,16.0,8.0,2.0,72.0,,H,1,0,5.0,13.0,1.0,12.0,3.3333333333333335,14.0,7.0,2.555555555555556,221.5308641975309,,
127,Australia,2021-10-12,1.0,9.0,5.0,0.0,46.0,,H,0,0,5.0,11.0,1.0,10.0,2.3333333333333335,11.4,6.6,3.703703703703704,219.68724279835394,,
128,Australia,2021-11-11,4.0,12.0,4.0,,58.0,,D,0,1,4.0,9.0,3.0,6.0,2.0,13.2,5.2,2.4691358024691366,192.4581618655693,,
129,Australia,2021-11-16,2.0,9.0,5.0,1.0,58.0,,D,0,1,3.0,8.0,3.0,5.0,2.4,13.2,5.4,1.6460905349794246,186.3054412437129,,
130,Australia,2022-01-27,6.0,16.0,7.0,3.0,71.0,,H,1,0,2.0,6.0,4.0,2.0,2.4,10.4,4.6,2.0973936899862835,182.2036274958086,,
131,Australia,2024-01-06,3.0,7.0,3.0,1.0,79.0,,A,1,0,2.0,9.0,4.0,5.0,3.4,12.4,5.8,4.398262459990856,192.46908499720575,,
132,Australia,2024-01-13,2.0,28.0,6.0,1.0,68.0,59.0,H,1,0,2.0,8.0,3.0,5.0,3.2,10.6,4.8,3.9321749733272378,207.31272333147052,,
133,Australia,2024-01-18,1.0,10.0,1.0,1.0,81.0,31.0,A,1,0,3.0,9.0,1.0,8.0,3.4,14.4,5.0,3.621449982218159,206.20848222098036,59.0,59.0
134,Australia,2024-01-23,1.0,8.0,1.0,1.0,59.0,15.0,D,0,1,4.0,10.0,1.0,9.0,2.8,14.0,4.4,3.4142999881454394,218.4723214806536,45.0,70.33333333333334
135,Australia,2024-01-28,5.0,7.0,4.0,3.0,48.0,19.0,H,1,0,4.0,10.0,1.0,9.0,2.6,13.8,3.6,3.27619999209696,204.64821432043576,35.0,61.8888888888889
136,Australia,2024-02-02,5.0,13.0,5.0,0.0,65.0,21.0,A,0,0,4.0,10.0,1.0,9.0,2.4,12.0,3.0,5.18413332806464,184.4321428802905,31.0,60.259259259259274
137,Australia,2024-03-21,0.0,10.0,6.0,,58.0,,H,1,0,3.0,9.0,3.0,6.0,2.8,13.2,3.4,3.4560888853764267,187.95476192019368,29.0,61.172839506172856
138,Australia,2024-03-26,7.0,14.0,6.0,3.0,67.0,,A,1,0,3.0,9.0,3.0,6.0,2.4,9.6,3.4,2.304059256917618,183.30317461346246,21.5,40.78189300411524
139,Australia,2024-06-06,3.0,15.0,4.0,1.0,77.0,39.0,A,1,0,3.0,13.0,3.0,10.0,3.6,10.4,4.4,4.536039504611745,189.20211640897497,18.333333333333332,27.187928669410162
140,Australia,2024-06-11,6.0,10.0,6.0,5.0,59.0,22.0,H,1,0,4.0,14.0,2.0,12.0,4.0,11.8,5.0,4.024026336407831,203.13474427264998,26.333333333333332,57.12528577960678
141,Australia,2024-09-05,3.0,11.0,4.0,,67.0,21.0,A,0,0,4.0,15.0,2.0,13.0,4.2,12.4,5.4,7.682684224271887,194.42316284843335,27.333333333333332,60.08352385307119
142,Australia,2024-09-10,,19.0,5.0,,78.0,33.0,D,0,1,4.0,14.0,1.0,13.0,3.8,12.0,5.2,5.121789482847926,196.6154418989556,27.333333333333332,61.05568256871413
143,Australia,2024-10-10,2.0,18.0,4.0,2.0,95.0,26.0,H,1,0,3.0,12.0,1.0,11.0,4.75,13.8,5.0,3.4145263218986175,209.07696126597043,28.75,73.70378837914276
144,Australia,2024-10-15,0.0,1.0,0.0,,37.0,0.0,D,0,1,3.0,10.0,2.0,8.0,3.5,14.6,4.6,4.276350881265746,234.3846408439803,28.2,75.13585891942851
145,Australia,2024-11-14,3.0,13.0,2.0,,50.0,19.0,D,0,1,2.0,9.0,3.0,6.0,2.75,11.8,3.8,2.8509005875104974,193.25642722932022,20.4,50.09057261295235
146,Australia,2024-11-19,4.0,8.0,4.0,2.0,57.0,25.0,D,0,1,1.0,4.0,3.0,1.0,2.0,12.4,3.0,1.9006003916736651,178.83761815288017,19.8,52.39371507530157
147,Australia,2025-03-20,5.0,9.0,7.0,5.0,25.0,11.0,H,1,0,1.0,6.0,4.0,2.0,2.25,11.8,3.0,3.2670669277824436,176.2250787685868,20.6,59.92914338353439
148,Australia,2025-03-25,3.0,8.0,3.0,,35.0,17.0,A,1,0,2.0,11.0,5.0,6.0,2.8,9.8,3.4,7.178044618521629,142.48338584572454,16.2,50.9527622556896
149,Australia,2025-06-05,,6.0,3.0,,28.0,12.0,H,1,0,2.0,10.0,4.0,6.0,3.0,7.8,3.2,4.78536307901442,129.9889238971497,14.4,50.968508170459735
150,Australia,2025-06-10,3.0,4.0,3.0,2.0,37.0,9.0,A,1,0,3.0,10.0,3.0,7.0,3.75,8.8,3.8,3.1902420526762802,114.65928259809981,16.8,45.97900544697316
151,Australia,2025-09-05,0.0,6.0,3.0,,44.0,14.0,H,1,0,4.0,12.0,4.0,8.0,3.75,7.0,4.0,4.126828035117521,113.43952173206655,14.8,39.65267029798211
152,Australia,2025-09-09,2.0,13.0,6.0,2.0,29.0,12.0,A,1,0,5.0,11.0,2.0,9.0,2.75,6.6,3.8,2.7512186900783475,119.6263478213777,12.6,40.43511353198808
153,Australia,2025-10-10,2.0,5.0,1.0,,19.0,13.0,A,1,0,5.0,9.0,2.0,7.0,2.0,7.4,3.6,3.834145793385565,108.75089854758515,12.8,38.95674235465872
154,Australia,2025-10-15,1.0,9.0,3.0,1.0,41.0,8.0,H,0,0,5.0,8.0,2.0,6.0,1.75,6.8,3.2,2.556097195590377,91.50059903172344,12.0,38.971161569772484
155,Australia,2025-11-15,1.0,9.0,4.0,0.0,26.0,14.0,H,0,0,4.0,8.0,4.0,4.0,1.6,7.4,3.2,2.7040647970602514,102.0003993544823,11.2,33.98077437984833
156,Australia,2025-11-19,0.0,2.0,1.0,0.0,29.0,1.0,H,0,0,3.0,6.0,4.0,2.0,1.2,8.4,3.4,1.8027098647068345,94.00026623632154,12.2,36.653849586565556
157,Australia,2026-03-27,2.0,8.0,4.0,1.0,40.0,15.0,H,1,0,2.0,5.0,7.0,-2.0,1.2,7.6,3.0,1.2018065764712231,91.6668441575477,9.6,25.43589972437704
158,Australia,2026-03-31,4.0,11.0,6.0,4.0,45.0,15.0,H,1,0,2.0,3.0,6.0,-3.0,1.2,6.6,2.6,1.8012043843141488,101.11122943836514,10.2,31.95726648291803
159,Australia,2026-05-31,2.0,7.0,1.0,,40.0,13.0,H,0,0,2.0,7.0,7.0,0.0,1.6,7.8,3.6,5.2008029228760995,112.40748629224343,10.6,36.30484432194535
