match_id,match_date,tournament_name,is_neutral_ground,Home Team,Away Team,home_final_score,away_final_score,home_ball_possession,away_ball_possession,home_big_chances,away_big_chances,home_total_shots,away_total_shots,home_goalkeeper_saves,away_goalkeeper_saves,home_corner_kicks,away_corner_kicks,home_fouls,away_fouls,home_passes,away_passes,home_tackles,away_tackles,home_free_kicks,away_free_kicks,home_yellow_cards,away_yellow_cards,home_shots_on_target,away_shots_on_target,home_hit_woodwork,away_hit_woodwork,home_shots_off_target,away_shots_off_target,home_blocked_shots,away_blocked_shots,home_shots_inside_box,away_shots_inside_box,home_shots_outside_box,away_shots_outside_box,home_big_chances_scored,away_big_chances_scored,home_big_chances_missed,away_big_chances_missed,home_through_balls,away_through_balls,home_fouled_in_final_third,away_fouled_in_final_third,home_offsides,away_offsides,home_accurate_passes,away_accurate_passes,home_throw-ins,away_throw-ins,home_final_third_entries,away_final_third_entries,home_long_balls,away_long_balls,home_crosses,away_crosses,home_duels,away_duels,home_dispossessed,away_dispossessed,home_ground_duels,away_ground_duels,home_aerial_duels,away_aerial_duels,home_dribbles,away_dribbles,home_tackles_won,away_tackles_won,home_total_tackles,away_total_tackles,home_interceptions,away_interceptions,home_recoveries,away_recoveries,home_clearances,away_clearances,home_total_saves,away_total_saves,home_goal_kicks,away_goal_kicks,home_touches_in_penalty_area,away_touches_in_penalty_area,home_final_third_phase,away_final_third_phase,home_big_saves,away_big_saves,home_red_cards,away_red_cards,home_expected_goals,away_expected_goals,home_punches,away_punches,home_errors_lead_to_a_shot,away_errors_lead_to_a_shot,home_high_claims,away_high_claims,home_penalty_saves,away_penalty_saves,home_errors_lead_to_a_goal,away_errors_lead_to_a_goal,home_goals_prevented,away_goals_prevented
10752539,2023-10-16 16:00:00,"Euro, Qualification Group F",0,Azerbaijan,Austria,0,1,54.0,46.0,3.0,4.0,5.0,13.0,2.0,0.0,4.0,9.0,11.0,13.0,444.0,376.0,13.0,14.0,13.0,10.0,5.0,4.0,0.0,3.0,1.0,0.0,4.0,6.0,1.0,4.0,3.0,10.0,2.0,3.0,0.0,1.0,3.0,3.0,0.0,1.0,2.0,4.0,1.0,3.0,364.0,307.0,17.0,20.0,50.0,44.0,28/53 (53),26/46 (57),2/10 (20),4/14 (29),49.0,51.0,9.0,9.0,34/66 (52),32/66 (48),15/34 (44),19/34 (56),9/14 (64),9/13 (69),38.0,50.0,13.0,14.0,7.0,8.0,56.0,60.0,16.0,12.0,2.0,0.0,8.0,5.0,,,,,,,0.0,1.0,,,,,,,,,,,,,,
10752545,2023-10-16 18:45:00,"Euro, Qualification Group J",0,Bosnia & Herzegovina,Portugal,0,5,32.0,68.0,0.0,5.0,3.0,9.0,1.0,0.0,4.0,2.0,7.0,9.0,345.0,752.0,13.0,12.0,8.0,6.0,2.0,0.0,0.0,6.0,0.0,0.0,2.0,1.0,1.0,2.0,3.0,8.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,3.0,0.0,2.0,1.0,1.0,284.0,693.0,13.0,10.0,27.0,71.0,14/35 (40),42/57 (74),2/11 (18),1/14 (7),58.0,42.0,6.0,8.0,28/49 (57),21/49 (43),10/16 (63),6/16 (38),8/14 (57),3/8 (38),54.0,58.0,13.0,12.0,7.0,8.0,49.0,57.0,12.0,8.0,1.0,0.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,
11752405,2023-10-17 16:00:00,Int. Friendly Games,0,United Arab Emirates,Lebanon,2,1,,,,,,,,,7.0,1.0,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11635609,2023-10-17 16:00:00,Int. Friendly Games,0,Albania,Bulgaria,2,0,60.0,40.0,,,9.0,6.0,1.0,3.0,6.0,0.0,10.0,14.0,,,,,15.0,12.0,2.0,3.0,5.0,1.0,,,1.0,4.0,3.0,1.0,,,,,,,,,,,,,2.0,1.0,,,18.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,9.0,4.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,
10752552,2023-10-17 16:00:00,"Euro, Qualification Group H",0,Finland,Kazakhstan,1,2,59.0,41.0,2.0,2.0,15.0,8.0,2.0,3.0,8.0,3.0,11.0,12.0,511.0,359.0,13.0,15.0,11.0,9.0,1.0,6.0,4.0,4.0,0.0,1.0,9.0,3.0,2.0,1.0,11.0,5.0,4.0,3.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,385.0,241.0,19.0,30.0,49.0,52.0,23/54 (43),15/54 (28),4/16 (25),3/13 (23),50.0,50.0,8.0,12.0,29/55 (53),26/55 (47),19/41 (46),22/41 (54),5/12 (42),3/4 (75),54.0,80.0,13.0,15.0,6.0,19.0,83.0,73.0,14.0,23.0,2.0,3.0,6.0,13.0,,,,,,,,,,,,,,,,,,,,,,
10752550,2023-10-17 18:45:00,"Euro, Qualification Group G",0,Lithuania,Hungary,2,2,35.0,65.0,1.0,5.0,7.0,18.0,6.0,2.0,1.0,10.0,18.0,10.0,330.0,608.0,24.0,15.0,10.0,16.0,4.0,2.0,4.0,8.0,0.0,0.0,3.0,4.0,0.0,6.0,5.0,13.0,2.0,5.0,1.0,1.0,0.0,4.0,,,2.0,5.0,1.0,2.0,217.0,484.0,12.0,29.0,53.0,78.0,27/70 (39),26/59 (44),3/9 (33),8/27 (30),53.0,47.0,4.0,13.0,38/74 (51),36/74 (49),31/56 (55),25/56 (45),6/17 (35),5/16 (31),63.0,87.0,24.0,15.0,17.0,7.0,88.0,83.0,39.0,10.0,6.0,2.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,
11622181,2023-10-17 22:30:00,"CONCACAF Nations League, League B, Group C",0,Bermuda,Belize,1,1,52.0,48.0,1.0,1.0,14.0,8.0,1.0,5.0,8.0,4.0,16.0,13.0,366.0,330.0,15.0,26.0,11.0,16.0,0.0,1.0,6.0,2.0,0.0,0.0,6.0,3.0,2.0,3.0,11.0,4.0,3.0,4.0,1.0,1.0,,,,,2.0,5.0,6.0,3.0,295.0,247.0,25.0,21.0,51.0,55.0,31/59 (53),23/63 (37),2/15 (13),3/15 (20),45.0,55.0,2.0,5.0,37/86 (43),49/86 (57),8/13 (62),5/13 (38),11/35 (31),7/17 (41),67.0,85.0,15.0,26.0,7.0,9.0,71.0,68.0,15.0,18.0,1.0,5.0,7.0,5.0,,,,,,,,,,,,,,,,,,,,,,
11622179,2023-10-18 01:00:00,"CONCACAF Nations League, League A, Group A",0,Curaçao,Trinidad and Tobago,5,3,51.0,49.0,8.0,2.0,24.0,17.0,1.0,5.0,5.0,6.0,19.0,12.0,439.0,400.0,9.0,10.0,10.0,18.0,1.0,2.0,10.0,4.0,1.0,0.0,6.0,5.0,8.0,8.0,20.0,13.0,4.0,4.0,4.0,1.0,4.0,1.0,2.0,0.0,4.0,4.0,2.0,1.0,382.0,337.0,17.0,13.0,34.0,54.0,36/62 (58),24/59 (41),6/9 (67),5/16 (31),44.0,56.0,8.0,7.0,25/60 (42),35/60 (58),5/8 (63),3/8 (38),6/8 (75),7/9 (78),78.0,100.0,9.0,10.0,7.0,4.0,56.0,48.0,12.0,9.0,1.0,5.0,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,
11797933,2023-11-16 13:00:00,"FIFA World Cup, Qualification CAF, Group F",0,Burundi,Gambia,3,2,,,,,,,,,1.0,0.0,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
11797929,2023-11-16 16:00:00,"FIFA World Cup, Qualification CAF, Group F",0,Gabon,Kenya,2,1,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
10752559,2023-11-16 17:00:00,"Euro, Qualification Group G",0,Bulgaria,Hungary,2,2,41.0,59.0,1.0,5.0,3.0,20.0,4.0,0.0,0.0,6.0,14.0,14.0,389.0,544.0,13.0,4.0,12.0,13.0,4.0,3.0,2.0,5.0,0.0,0.0,1.0,10.0,0.0,5.0,3.0,12.0,0.0,8.0,1.0,1.0,0.0,4.0,,,1.0,6.0,2.0,2.0,286.0,455.0,20.0,27.0,35.0,70.0,29/69 (42),34/70 (49),1/5 (20),8/25 (32),53.0,47.0,1.0,5.0,29/56 (52),27/56 (48),16/29 (55),13/29 (45),4/7 (57),10/18 (56),54.0,75.0,13.0,4.0,8.0,5.0,51.0,56.0,20.0,5.0,4.0,0.0,11.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,
10752555,2023-11-16 17:00:00,"Euro, Qualification Group F",0,Azerbaijan,Sweden,3,0,36.0,64.0,3.0,2.0,8.0,18.0,5.0,0.0,3.0,9.0,9.0,8.0,277.0,482.0,15.0,12.0,7.0,9.0,3.0,2.0,3.0,6.0,0.0,1.0,4.0,7.0,1.0,5.0,4.0,12.0,4.0,6.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,4.0,3.0,2.0,189.0,386.0,19.0,28.0,39.0,74.0,20/62 (32),34/55 (62),3/7 (43),7/26 (27),51.0,49.0,7.0,8.0,30/63 (48),33/63 (52),20/36 (56),16/36 (44),8/13 (62),12/19 (63),40.0,67.0,15.0,12.0,11.0,4.0,65.0,53.0,39.0,7.0,5.0,0.0,12.0,4.0,,,,,,,1.0,0.0,,,,,,,,,,,,,,
10752556,2023-11-16 17:00:00,"Euro, Qualification Group F",0,Estonia,Austria,0,2,31.0,69.0,1.0,3.0,6.0,16.0,2.0,0.0,1.0,3.0,7.0,5.0,335.0,737.0,10.0,19.0,5.0,6.0,,,0.0,4.0,0.0,0.0,5.0,7.0,1.0,5.0,3.0,12.0,3.0,4.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,5.0,1.0,234.0,640.0,18.0,15.0,35.0,58.0,22/52 (42),24/39 (62),0/6 (0),7/16 (44),44.0,56.0,10.0,5.0,23/56 (41),33/56 (59),9/17 (53),8/17 (47),8/17 (47),8/13 (62),20.0,53.0,10.0,19.0,12.0,3.0,56.0,54.0,20.0,6.0,2.0,0.0,13.0,9.0,,,,,,,,,,,,,,,,,,,,,,
10752561,2023-11-16 19:45:00,"Euro, Qualification Group J",0,Luxembourg,Bosnia & Herzegovina,4,1,54.0,46.0,2.0,1.0,8.0,8.0,1.0,2.0,4.0,2.0,13.0,23.0,466.0,402.0,11.0,21.0,22.0,13.0,2.0,6.0,5.0,3.0,0.0,0.0,2.0,4.0,1.0,1.0,4.0,5.0,4.0,3.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,395.0,336.0,23.0,23.0,34.0,51.0,38/67 (57),28/48 (58),6/17 (35),5/13 (38),46.0,54.0,10.0,5.0,39/80 (49),41/80 (51),8/23 (35),15/23 (65),7/18 (39),9/15 (60),73.0,71.0,11.0,21.0,9.0,11.0,49.0,48.0,5.0,18.0,1.0,2.0,10.0,6.0,,,,,,,,,,,,,,,,,,,,,,
11774456,2023-11-17 00:00:00,"World Cup Qualification, CONMEBOL",0,Colombia,Brazil,2,1,40.0,60.0,2.0,3.0,23.0,12.0,2.0,8.0,3.0,7.0,16.0,12.0,341.0,532.0,19.0,19.0,11.0,16.0,1.0,2.0,10.0,3.0,0.0,1.0,8.0,8.0,5.0,1.0,18.0,6.0,5.0,6.0,2.0,1.0,0.0,2.0,0.0,1.0,2.0,3.0,2.0,1.0,306.0,491.0,19.0,18.0,36.0,42.0,23/36 (64),19/31 (61),6/16 (38),2/11 (18),46.0,54.0,7.0,9.0,37/78 (47),41/78 (53),4/11 (36),7/11 (64),7/19 (37),7/17 (41),63.0,32.0,19.0,19.0,9.0,4.0,45.0,45.0,10.0,13.0,2.0,8.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,,,
10752563,2023-11-17 15:00:00,"Euro, Qualification Group H",0,Kazakhstan,San Marino,3,1,66.0,34.0,2.0,1.0,11.0,5.0,0.0,4.0,6.0,2.0,13.0,16.0,466.0,243.0,34.0,13.0,16.0,12.0,2.0,3.0,7.0,1.0,1.0,0.0,3.0,3.0,1.0,1.0,8.0,3.0,3.0,2.0,1.0,1.0,1.0,0.0,,,6.0,0.0,4.0,1.0,376.0,148.0,35.0,33.0,58.0,49.0,36/68 (53),15/58 (26),8/20 (40),1/9 (11),64.0,36.0,7.0,19.0,57/91 (63),34/91 (37),22/33 (67),11/33 (33),7/13 (54),10/25 (40),53.0,62.0,34.0,13.0,5.0,9.0,49.0,46.0,18.0,25.0,0.0,4.0,7.0,10.0,,,,,,,,,,,,,,,,,,,,,,
10752564,2023-11-17 17:00:00,"Euro, Qualification Group H",0,Finland,Northern Ireland,4,0,61.0,39.0,3.0,0.0,11.0,8.0,3.0,1.0,3.0,3.0,14.0,9.0,585.0,364.0,12.0,12.0,9.0,14.0,,,5.0,3.0,0.0,0.0,3.0,3.0,3.0,2.0,7.0,5.0,4.0,3.0,3.0,0.0,,,1.0,0.0,2.0,2.0,4.0,3.0,499.0,278.0,17.0,17.0,50.0,45.0,17/47 (36),24/55 (44),1/7 (14),1/13 (8),51.0,49.0,4.0,8.0,30/62 (48),32/62 (52),13/22 (59),9/22 (41),9/17 (53),7/11 (64),25.0,50.0,12.0,12.0,6.0,8.0,48.0,49.0,21.0,14.0,3.0,1.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,
10752568,2023-11-17 17:00:00,"Euro, Qualification Group E",0,Moldova,Albania,1,1,47.0,53.0,1.0,1.0,13.0,10.0,3.0,5.0,4.0,2.0,22.0,18.0,405.0,467.0,14.0,13.0,16.0,21.0,2.0,2.0,6.0,4.0,0.0,1.0,4.0,4.0,3.0,2.0,10.0,3.0,3.0,7.0,0.0,1.0,1.0,0.0,,,3.0,2.0,1.0,1.0,322.0,389.0,16.0,18.0,67.0,46.0,37/69 (54),39/75 (52),3/23 (13),2/4 (50),48.0,52.0,5.0,6.0,32/74 (43),42/74 (57),19/33 (58),14/33 (42),4/12 (33),9/17 (53),57.0,85.0,14.0,13.0,5.0,5.0,50.0,57.0,6.0,23.0,3.0,5.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,
10752567,2023-11-17 19:45:00,"Euro, Qualification Group E",0,Poland,Czechia,1,1,61.0,39.0,2.0,4.0,18.0,15.0,2.0,5.0,3.0,3.0,12.0,10.0,549.0,354.0,16.0,12.0,10.0,12.0,1.0,1.0,5.0,3.0,0.0,0.0,4.0,9.0,9.0,3.0,10.0,11.0,8.0,4.0,1.0,1.0,1.0,3.0,,,2.0,2.0,4.0,0.0,442.0,245.0,21.0,16.0,56.0,60.0,29/50 (58),19/72 (26),6/23 (26),5/16 (31),60.0,40.0,3.0,14.0,29/62 (47),33/62 (53),36/46 (78),10/46 (22),3/12 (25),9/11 (82),50.0,42.0,16.0,12.0,10.0,15.0,64.0,67.0,17.0,18.0,2.0,5.0,8.0,6.0,,,,,,,,,,,,,,,,,,,,,,
11622190,2023-11-17 23:30:00,"CONCACAF Nations League, League B, Group C",0,Bermuda,Saint Vincent and the Grenadines,3,1,58.0,42.0,5.0,3.0,14.0,17.0,3.0,3.0,3.0,3.0,9.0,15.0,445.0,320.0,17.0,24.0,14.0,9.0,1.0,3.0,8.0,4.0,1.0,0.0,5.0,9.0,1.0,4.0,9.0,8.0,5.0,9.0,1.0,0.0,4.0,3.0,,,2.0,2.0,1.0,3.0,349.0,216.0,27.0,28.0,77.0,45.0,25/79 (32),24/50 (48),1/10 (10),2/11 (18),49.0,51.0,6.0,4.0,47/88 (53),41/88 (47),4/17 (24),13/17 (76),16/34 (47),8/21 (38),59.0,79.0,17.0,24.0,20.0,7.0,68.0,72.0,12.0,10.0,3.0,3.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,
10752570,2023-11-18 14:00:00,"Euro, Qualification Group D",0,Armenia,Wales,1,1,53.0,47.0,1.0,0.0,19.0,12.0,4.0,1.0,5.0,3.0,11.0,12.0,481.0,423.0,12.0,13.0,11.0,10.0,1.0,3.0,2.0,4.0,1.0,0.0,11.0,5.0,6.0,3.0,7.0,9.0,12.0,3.0,,,1.0,0.0,,,0.0,1.0,1.0,1.0,403.0,349.0,16.0,25.0,40.0,62.0,32/59 (54),29/55 (53),3/12 (25),4/14 (29),46.0,54.0,5.0,4.0,29/54 (54),25/54 (46),8/27 (30),19/27 (70),6/14 (43),2/10 (20),83.0,54.0,12.0,13.0,5.0,12.0,59.0,46.0,17.0,12.0,4.0,1.0,10.0,13.0,,,,,,,,,,,,,,,,,,,,,,
10752572,2023-11-18 17:00:00,"Euro, Qualification Group I",0,Belarus,Andorra,1,0,71.0,29.0,3.0,0.0,11.0,8.0,2.0,6.0,2.0,3.0,16.0,15.0,598.0,246.0,14.0,14.0,14.0,16.0,1.0,3.0,7.0,2.0,1.0,0.0,2.0,4.0,2.0,2.0,6.0,5.0,5.0,3.0,,,3.0,0.0,2.0,0.0,1.0,2.0,4.0,0.0,471.0,123.0,30.0,15.0,85.0,48.0,37/74 (50),16/80 (20),5/20 (25),4/8 (50),55.0,45.0,6.0,7.0,33/65 (51),32/65 (49),31/51 (61),20/51 (39),5/13 (38),3/10 (30),71.0,36.0,14.0,14.0,9.0,9.0,66.0,63.0,5.0,16.0,2.0,6.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,,,
10752571,2023-11-18 17:00:00,"Euro, Qualification Group D",0,Latvia,Croatia,0,2,31.0,69.0,0.0,1.0,1.0,14.0,4.0,0.0,4.0,1.0,10.0,9.0,316.0,720.0,15.0,15.0,8.0,10.0,2.0,0.0,0.0,6.0,0.0,1.0,1.0,7.0,0.0,1.0,0.0,9.0,1.0,5.0,,,0.0,1.0,,,0.0,3.0,2.0,0.0,211.0,620.0,18.0,23.0,44.0,53.0,18/65 (28),28/50 (56),0/16 (0),3/11 (27),46.0,54.0,9.0,6.0,32/67 (48),35/67 (52),9/22 (41),13/22 (59),9/15 (60),10/19 (53),67.0,53.0,15.0,15.0,13.0,9.0,67.0,71.0,20.0,14.0,4.0,0.0,10.0,4.0,,,,,,,,,,,,,,,,,,,,,,
11797916,2023-11-19 13:00:00,"FIFA World Cup, Qualification CAF, Group F",0,Burundi,Gabon,1,2,,,,,,,,,,,,,,,,,,,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
10752578,2023-11-19 14:00:00,"Euro, Qualification Group G",0,Serbia,Bulgaria,2,2,58.0,42.0,3.0,1.0,18.0,4.0,0.0,6.0,11.0,3.0,12.0,10.0,496.0,393.0,17.0,20.0,9.0,12.0,1.0,1.0,8.0,2.0,1.0,1.0,6.0,0.0,4.0,2.0,15.0,3.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,3.0,4.0,2.0,421.0,303.0,23.0,19.0,48.0,46.0,29/51 (57),33/61 (54),10/42 (24),1/6 (17),44.0,56.0,12.0,12.0,31/66 (47),35/66 (53),13/35 (37),22/35 (63),5/13 (38),4/9 (44),71.0,55.0,17.0,20.0,7.0,11.0,45.0,46.0,13.0,30.0,0.0,6.0,4.0,7.0,,,,,,,,,,,,,,,,,,,,,,
10752577,2023-11-19 14:00:00,"Euro, Qualification Group G",0,Hungary,Montenegro,3,1,62.0,38.0,3.0,4.0,14.0,7.0,5.0,2.0,7.0,3.0,13.0,21.0,545.0,339.0,17.0,17.0,21.0,13.0,4.0,7.0,5.0,6.0,0.0,0.0,5.0,1.0,4.0,0.0,8.0,6.0,6.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,462.0,258.0,21.0,20.0,76.0,45.0,35/65 (54),30/55 (55),9/33 (27),3/18 (17),54.0,46.0,11.0,7.0,45/77 (58),32/77 (42),14/32 (44),18/32 (56),7/13 (54),2/12 (17),82.0,59.0,17.0,17.0,10.0,6.0,56.0,52.0,24.0,28.0,5.0,2.0,2.0,8.0,,,,,,,,,,,,,,,,,,,,,,
10752579,2023-11-19 17:00:00,"Euro, Qualification Group F",0,Belgium,Azerbaijan,5,0,75.0,25.0,6.0,0.0,22.0,1.0,0.0,2.0,9.0,0.0,13.0,7.0,648.0,216.0,9.0,8.0,7.0,13.0,2.0,3.0,7.0,0.0,1.0,0.0,8.0,0.0,7.0,1.0,16.0,0.0,6.0,1.0,4.0,0.0,2.0,0.0,1.0,0.0,3.0,1.0,2.0,0.0,590.0,156.0,15.0,10.0,71.0,23.0,23/30 (77),17/45 (38),3/20 (15),0/4 (0),64.0,36.0,5.0,5.0,40/61 (66),21/61 (34),6/11 (55),5/11 (45),24/27 (89),0/4 (0),56.0,63.0,9.0,8.0,3.0,8.0,55.0,39.0,3.0,27.0,0.0,2.0,2.0,13.0,,,,,,,0.0,1.0,,,,,,,,,,,,,,
10752584,2023-11-19 19:45:00,"Euro, Qualification Group J",0,Bosnia & Herzegovina,Slovakia,1,2,44.0,56.0,0.0,2.0,5.0,10.0,1.0,2.0,1.0,7.0,16.0,15.0,404.0,518.0,18.0,11.0,14.0,16.0,4.0,1.0,2.0,3.0,0.0,0.0,2.0,5.0,1.0,2.0,3.0,9.0,2.0,1.0,0.0,2.0,,,,,0.0,3.0,2.0,2.0,323.0,436.0,25.0,26.0,39.0,58.0,40/78 (51),31/56 (55),2/9 (22),7/18 (39),48.0,52.0,8.0,9.0,38/73 (52),35/73 (48),6/19 (32),13/19 (68),6/9 (67),9/18 (50),67.0,55.0,18.0,11.0,9.0,3.0,48.0,55.0,12.0,8.0,1.0,2.0,9.0,4.0,,,,,,,1.0,0.0,,,,,,,,,,,,,,
10752583,2023-11-19 19:45:00,"Euro, Qualification Group J",0,Portugal,Iceland,2,0,74.0,26.0,4.0,0.0,23.0,9.0,4.0,9.0,14.0,0.0,9.0,7.0,787.0,275.0,10.0,11.0,6.0,9.0,2.0,4.0,11.0,4.0,1.0,1.0,8.0,3.0,4.0,2.0,16.0,6.0,7.0,3.0,1.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,710.0,199.0,15.0,12.0,68.0,39.0,27/42 (64),23/50 (46),6/30 (20),1/8 (13),50.0,50.0,1.0,5.0,28/58 (48),30/58 (52),17/32 (53),15/32 (47),12/22 (55),11/16 (69),60.0,55.0,10.0,11.0,8.0,12.0,59.0,48.0,17.0,38.0,4.0,9.0,3.0,9.0,,,,,,,,,,,,,,,,,,,,,,
11797943,2023-11-20 16:00:00,"FIFA World Cup, Qualification CAF, Group F",0,Gambia,Côte d'Ivoire,0,2,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
10752592,2023-11-20 19:45:00,"Euro, Qualification Group H",0,San Marino,Finland,1,2,20.0,80.0,1.0,4.0,4.0,14.0,3.0,0.0,2.0,6.0,17.0,12.0,206.0,823.0,17.0,7.0,11.0,17.0,5.0,2.0,1.0,5.0,0.0,1.0,1.0,2.0,2.0,7.0,4.0,11.0,0.0,3.0,1.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,125.0,724.0,10.0,29.0,39.0,91.0,18/65 (28),29/39 (74),0/5 (0),6/16 (38),41.0,59.0,4.0,8.0,33/76 (43),43/76 (57),6/19 (32),13/19 (68),5/8 (63),19/28 (68),59.0,86.0,17.0,7.0,14.0,7.0,60.0,50.0,29.0,6.0,3.0,0.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,
10752588,2023-11-20 19:45:00,"Euro, Qualification Group E",0,Czechia,Moldova,3,0,55.0,45.0,4.0,1.0,22.0,10.0,3.0,4.0,4.0,4.0,16.0,16.0,393.0,323.0,22.0,13.0,16.0,14.0,1.0,6.0,7.0,3.0,0.0,0.0,8.0,5.0,7.0,2.0,13.0,4.0,9.0,6.0,1.0,0.0,3.0,1.0,,,4.0,1.0,1.0,0.0,315.0,240.0,25.0,29.0,56.0,47.0,28/57 (49),41/76 (54),4/15 (27),4/18 (22),54.0,46.0,8.0,12.0,44/87 (51),43/87 (49),24/40 (60),16/40 (40),6/11 (55),16/26 (62),73.0,62.0,22.0,13.0,6.0,5.0,47.0,36.0,30.0,16.0,3.0,4.0,6.0,12.0,,,,,,,0.0,1.0,,,,,,,,,,,,,,
10752591,2023-11-20 19:45:00,"Euro, Qualification Group H",0,Slovenia,Kazakhstan,2,1,60.0,40.0,2.0,2.0,13.0,8.0,2.0,3.0,4.0,3.0,11.0,17.0,532.0,355.0,28.0,12.0,17.0,9.0,1.0,4.0,6.0,3.0,0.0,0.0,3.0,3.0,4.0,2.0,8.0,5.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,7.0,1.0,1.0,1.0,403.0,247.0,35.0,26.0,67.0,57.0,34/74 (46),31/78 (40),3/16 (19),5/13 (38),57.0,43.0,7.0,12.0,51/80 (64),29/80 (36),23/49 (47),26/49 (53),6/11 (55),8/24 (33),71.0,75.0,28.0,12.0,10.0,12.0,56.0,60.0,18.0,29.0,2.0,3.0,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,
11740217,2023-11-21 14:45:00,"World Cup Qualification, AFC, Round 2, Group B",0,Syria,Japan,0,5,29.0,71.0,1.0,7.0,2.0,19.0,3.0,0.0,1.0,5.0,8.0,10.0,262.0,639.0,14.0,12.0,10.0,8.0,,,0.0,8.0,0.0,0.0,2.0,8.0,0.0,3.0,2.0,11.0,0.0,8.0,0.0,3.0,1.0,4.0,0.0,2.0,2.0,1.0,5.0,4.0,181.0,566.0,16.0,14.0,36.0,73.0,28/67 (42),17/35 (49),3/9 (33),8/23 (35),49.0,51.0,10.0,9.0,23/45 (51),22/45 (49),15/33 (45),18/33 (55),1/3 (33),3/8 (38),57.0,50.0,14.0,12.0,10.0,6.0,44.0,60.0,24.0,7.0,3.0,0.0,13.0,4.0,,,,,,,,,,,,,,,,,,,,,,
11622201,2023-11-21 19:00:00,"CONCACAF Nations League, League B, Group C",0,French Guiana,Bermuda,3,0,42.0,58.0,4.0,2.0,21.0,11.0,3.0,5.0,6.0,2.0,18.0,7.0,283.0,395.0,17.0,15.0,7.0,17.0,2.0,1.0,8.0,3.0,0.0,0.0,9.0,6.0,4.0,2.0,16.0,8.0,5.0,3.0,3.0,0.0,1.0,2.0,1.0,0.0,0.0,6.0,2.0,2.0,191.0,308.0,21.0,30.0,56.0,85.0,20/50 (40),27/68 (40),4/15 (27),2/11 (18),48.0,52.0,9.0,14.0,38/78 (49),40/78 (51),11/24 (46),13/24 (54),14/20 (70),8/11 (73),59.0,40.0,17.0,15.0,13.0,7.0,67.0,49.0,10.0,15.0,3.0,5.0,6.0,10.0,,,,,,,,,,,,,,,,,,,,,,
